title,add1,city,add2,email,pobox,phone1,contact,fax,description,isPaid,webpage,lat,lng,subCatId
"Buddha Chikitshalaya Bhaishayjan",Lalitpur,Kathmandu,Nepal,,,"5521361, 5545881",,,,N,,27.6820254,85.2727929,122
"Buddha Vaisi Chikitsalaya",Mahapal,Kathmandu,Nepal,buddhagriha@hotmail.com,,"5545881, 5521361",,,,N,,27.6736442,85.3216991,122
"Jyotisee Paramarsha Tatha Upachar Kendra",Thapathali,Kathmandu,Nepal,,,"4101553, 4333830",,,,N,,27.6894055,85.3226683,122
"Jyotish Griha",Kupondole,Lalitpur,Nepal,,,"5526956, 5535416",,,,N,,27.6862181,85.3149142,122
"Jyotish Paramarsha Sewa, Graharatna Bhandar","Maitidevi Chowk",Kathmandu,Nepal,,,4421418,,,,N,,27.7063502,85.3337275,122
"Nepal Predecetive Astro. Research Council",Dillibazar,Kathmandu,Nepal,,,4423242,,,,N,,NULL,NULL,122
"Shree Radhakrishna Adhyatmik Sewa Kendra",Sorakhutte,Kathmandu,Nepal,dghimire2003@yahoo.co.uk,"20367, Ktm",2091112,,,,N,,NULL,NULL,122
"The Astronomical Society of Nepal","Dilli Bazar",Kathmandu,Nepal,tason182@yahoo.com,,4477075,,,,N,,NULL,NULL,122
"Astro Gems Center (Vastu Shastri Shiva Pokharel)","Ramchandra Marg, Battisputali",Kathmandu,Nepal,vastusastri789@gmail.com,,4499964,9851059143,,,Y,www.vastu.com.np,27.7061263,85.3402616,122
"Angels Eye Music Center","New Road",Kathmandu,Nepal,,,2011272,,,,N,,27.7033426,85.3115765,123
"Antara Audio Visual",Tebahal,Kathmandu,Nepal,evemp@ntc.net.np,"4162, Ktm",4252608,,4411995,,N,,27.7025571,85.3113599,123
"Ashish Music Gallery & Curio Collection",Thamel,Kathmandu,Nepal,,,"4422300, 9841235126",,,,N,,27.7153902,85.3123293,123
"Audio Hut Trade Center","Tracffic Chowk",Biratnagar,Nepal,,,"021-524997, 524935, 527359",,,,N,,NULL,NULL,123
"Audio Sound Industries","New Road",Kathmandu,Nepal,,"4867, Ktm","4263946, 4257119",,,,N,,27.7033426,85.3115765,123
"B4U Music Center","New Road",Kathmandu,Nepal,,,4224546,,,,N,,27.7033426,85.3115765,123
"Bhatbhateni Music Center",Bhatbhateni,Kathmandu,Nepal,,,4439552,,,,N,,27.721185,85.3323593,123
"BNR Store","New Road",Kathmandu,Nepal,,,"4256488, 4230031 Ext. 333",,,,N,,27.7033426,85.3115765,123
